timestamp,date,time,location,operator,flight#,route,aircraft_type,aircraft_reg,cn_ln,total_onboard,passenger_onboard,crew_onboard,total_fatalities,passenger_fatalities,crew_fatalities,ground_casualties,summary_of_events
1947-05-29 12:48:00+00:00,05/29/1947,12:48,"Hjedinsfjordur, Iceland",Flugefelag,,Reykjavík - Akureyri,Douglas DC-3,TF-ISI,13389,25.0,21.0,4.0,25.0,21.0,4.0,0.0,Crashed on the north coast of Iceland in poor weather. the aircraft hit the slope of Mt Hestfjall located on the west coast of Héðinsfjörður Bay.
1947-05-30 17:41:00+00:00,05/30/1947,17:41,"Port Deposit, Maryland",Eastern Air Lines,605,Newark - Baltimore - Miami,Douglas C-54B-15-DO,NC88814,18380,53.0,49.0,4.0,53.0,49.0,4.0,0.0,"While on approach to Baltimore at 4,000 ft., the plane suddenly went into a nose dive, inverted and crashed.  Possible problems with the elevator. The official cause was never determined."
1947-06-13 18:16:00+00:00,06/13/1947,18:16,"Leesburg, Virginia",Pennsylvania Central Airlines,410,Pittsburgh - Washington D.C.,Douglas DC-4 (C-54-DO),NC88842,3112,50.0,47.0,3.0,50.0,47.0,3.0,0.0,"The aircraft crashed into a ridge at Lookout Rock, 8 miles SE of Charles Town, WV during a rainstorm. The action of the pilot in descending below the minimum en route altitude under conditions of weather which prevented adquate visual reference to the ground.  A contributing cause was the faulty clearance given by ATC."
1947-06-19 23:40:00+00:00,06/19/1947,23:40,"Al Mayadin, Syria",Pan American World Airways,121,Karachi - Istanbul,Lockheed 049-46-21 Constellation,NC88845,2045,36.0,27.0,9.0,14.0,7.0,7.0,0.0,"While on a flight originating in New York and making its inaugural westbound flight of round-the-world service, the aircraft's No. 1 engine failed half-way on a leg from Karachi to Istanbul. Due to closed airports and inadequate repair facilities, the pilot chose to continue to its destination. Several hours later, the remaining engines overheated and the No.2 engine caught fire causing the plane to crash. Gene Roddenberry (creator of Star Trek) was a deadheading Pan Am pilot aboard, who helped rescue many of the passengers.  The crash was blamed on Pan Am's failure to replace the No. 2 engine which had experienced several problems earlier.  A fire which resulted from an attempt to feather the No. 2 propeller after the failure of the No. 2 engine thrust bearing. The aircraft was named Clipper Eclipse."
,06/21/1947,,"Black Sea, Gulf of Karkinitsky",Aeroflot,,,Li-2,CCCP-L4138,,29.0,25.0,4.0,8.0,6.0,2.0,0.0, The plane ditched in the Black Sea. Engine failure due to disconnection of traction altitude corrector.
1947-07-13 04:30:00+00:00,07/13/1947,04:30,"Melbourne, Florida",Burke Air Transport,,Newark - Miami,Douglas DC-3,NC79024,9887,36.0,33.0,3.0,14.0,12.0,2.0,0.0,"The aircraft, on a charter flight from New York to San Juan, Puerto Rico, crashed into a swamp while attempting to make an emergency landing. Loss of an engine due to a fuel flow problem led to loss of altitude and a crash landing. Six spark plugs in the right engine were found to be defective. A defect found in the carburetor may have contributed to excessive fuel loss. Crew fatigue contributed to the accident."
,07/31/1947,,"Near Yumen, China",Military - Chinese Air Force,,Tihua - Lanzhou,Douglas C-47,,,26.0,22.0,4.0,26.0,22.0,4.0,0.0,Crashed in a mountainous area.
1947-08-28 09:00:00+00:00,08/28/1947,09:00,"Harsiad, Norway",Norwegian Airlines,,Tromso - Oslo,Short Sandringham (flying boat),LN-IAV,SH-48C,35.0,27.0,8.0,35.0,27.0,8.0,0.0,"Crashed into 13,000 foot mountain. Navigational error by the crew."
1947-10-08 07:55:00+00:00,10/08/1947,07:55,"Near El Paso, Texas",American Airlines,311,New York City - Dallas - Los Angeles,Douglas DC-4,NC90432,10314/DC45,54.0,49.0,5.0,0.0,0.0,0.0,0.0,"While cruising at 8,000 ft. in clear weather, the aircraft went into steep dive which the co-pilot was able to pull out of at 350 feet from the ground.  As a prank, a captain riding in the jump seat, engaged the gust lock in flight. The command pilot, not knowing the gust lock was engaged, rolled the elevator trim tab with no response. When the jump seat captain disengaged the gust lock,the aircraft went into a steep dive, executed part of an outside roll and become inverted. Neither the command nor jump seat captain had seat belts on and they accidentally feathered No. 1, 2 and 4 engines when they hit the controls with their heads.  No one realized it at the time but the feathering reduced power and allowed the co-pilot, who was strapped in, to pull out of the dive."
1947-10-14 10:04:00+00:00,10/14/1947,10:04,"Ocean, 800 miles east of Newfoundland",American International Airways,,"Foynes, Ireland - Botwood, Newfoundland - New York",Boeing 314A, NC18612,2086,69.0,62.0,7.0,0.0,0.0,0.0,0.0,"The plane was 5,000 pounds over its certified weight and had to land at sea when it ran out of fuel in severe headwinds.  Over the next following 25 hours all occupants were rescued by the US Coast Guard ship Bibb using rafts and small boats and the plane was then sunk as a hazard to shipping."
1947-10-16 14:50:00+00:00,10/16/1947,14:50,"Off Cartegena, Spain",Societe Aerienne du Littoral,,Marseille - Oran,Bristol 170 Freighter I,F-BCJN,12788,43.0,39.0,4.0,41.0,38.0,4.0,0.0,Crashed into the sea following engine failure. The mechanic and a passenger survived.
1947-10-24 12:29:00+00:00,10/24/1947,12:29,"Bryce Canyon, Utah",United Air Lines,608,Los Angeles - New York City,Douglas DC-6,NC37510,42875/17,53.0,48.0,5.0,53.0,48.0,5.0,0.0,"Fire was reported on board the aircraft before it crashed.  An almost identical accident with the same cause occurred on 11/11/47. The flight crew transferred fuel either intentionally or inadvertently from the No. 4 alternate tanks to the No. 3 alternate tanks and failed to stop the transfer process in time to avoid overflowing the No. 3 alternate tank. Gasoline flowed through the No. 3 alternate vent line, out the vent, and was carried back by the slip stream, entering the cabin heater combustion air intake scoop. When the cabin heater came on an explosion and fire  occurred. The fire was fueled by magnesium flares strored in the cabin heater compartment. Caused by a design flaw in the aircraft which allowed vented fuel to be carried back into the cabin heater air intake."
1947-10-26 19:30:00+00:00,10/26/1947,19:30,"Near Mt. Hymettus, Greece",AB Aerotransport,1629,Istanbul-Athens-Rome-Geneve-Copenhagen-Stockholm,Douglas DC-4-1009,SE-BBG,42930/45,44.0,36.0,8.0,44.0,36.0,8.0,0.0,"The aircraft crashed into Mt. Hymettus while on approach to Hassani Airport in a severe rainstorm. The captain, John Douglas, probably tried to force the landing due to the weather conditions, when the belly of the aircraft hit the summit, resulting in loss of control, crash and fire. The pilot did not properly follow IFR procedures. The wreckage was found the next morning with the corpses of the victims plundered (the victim's pockets were found to be turned inside-out). The aircraft was named ""Sunnan."""
,10/31/1947,,"Near Srinagar, India",Military - Indian Air Force,,,Douglas C-47B,M965,12819,25.0,22.0,3.0,25.0,22.0,3.0,0.0,Took off and went missing. The wreckage was located in June 1980 in the Pir Panjal hills near Srinagar.
,11/11/1947,,"Gallup, New Mexico",American Airlines,10,San Francisco - Chicago - New York,Douglas DC-6,NC90741,43046/92,25.0,21.0,4.0,0.0,,,0.0,"The aircraft was on a flight from San Francisco to Chicago when fire was reported on board. The aircraft crashed landed but there were no fatalities. An almost identical accident with the same cause occurred on 10/24/47. The flight crew transferred fuel either intentionally or inadvertently from the No. 4 alternate tanks to the No. 3 alternate tanks and failed to stop the transfer process in time to avoid overflowing the No. 3 alternate tank. Gasoline flowed through the No. 3 alternate vent line, out the vent, and was carried back by the slipstream, entering the cabin heater combustion air intake scoop. When the cabin heater came on, an explosion and fire  occurred. Caused by a design flaw in the aircraft design which allowed vented fuel to be suck into the fresh air inlet."
1947-11-18 15:00:00+00:00,11/18/1947,15:00,"Ravello, Italy",Trafik-Turist-Transportflyg,,Catania - Rome,Bristol 170 Freighter XI,SE-BNG,12792,25.0,21.0,4.0,20.0,16.0,4.0,0.0,"Strayed off course, stuck tree tops and then crashed into Mt. Santa Maria del Monte. Pilot's failure to realize the plane strayed off course and was in mountainous territory."
1947-11-21 18:00:00+00:00,11/21/1947,18:00,"Phouznicie, Romania",TARS,,Bucurest - Prague,Lisunov Li-2,YR-TAI,18423509,26.0,21.0,5.0,13.0,8.0,5.0,0.0,"Crashed and burned on 2,000 ft. Tabor Peak in fog. The crew became lost after radio failure."
1947-11-30 14:25:00+00:00,11/30/1947,14:25,"Seattle, Washington",Alaska Airlines,9,Anchorage - Seattle,Douglas C-54A,NC-91009,7453,28.0,25.0,3.0,8.0,7.0,1.0,1.0,"The plane attempted to land at Seattle-Tacoma Airport  but aborted the landing because of low ceiling and visibility. During a second landing attempt, the aircraft touched down 2,748 feet beyond the approach end of Runway 20, ran past the end of the runway, hit an automobile killing one person, crashed into a ditch and burst into flames. Caused by the landing of the airplane too far from the approach end of a wet runway and at a speed too great to accomplish a full stop on the runway."
1947-12-10 00:20:00+00:00,12/10/1947,00:20,"Near Goose Bay, Labrador",Military - U.S. Air Force,,"Goose Bay - Westover Field, MS",Douglas C-54D-DC (DC-4),42-72572,10677,29.0,25.0,4.0,23.0,22.0,1.0,0.0,The aircraft crashed and burned in a wooded area shortly after taking off from Goose Bay. Snow falling at the time of the accident was a factor.
1947-12-18 09:30:00+00:00,12/18/1947,09:30,"Krasnoyarsk, Russia",Aeroflot,6,Krasnoyarsk - Omsk,Ilyushin IL-12,CCCP-L1343,30 049,25.0,20.0,5.0,9.0,3.0,4.0,0.0,Crash landed due to engine failure after an attempted go-around.
1948-01-07 07:45:00+00:00,01/07/1948,07:45,"Near Savannah, Georgia",Coastal Air Lines,,Charlston - Savannah,Douglas DC-3,N60331,12968,27.0,25.0,2.0,18.0,17.0,1.0,0.0,"After both engines stopped in flight and attempts to restart them failed, the aircraft banked sharply, stalled and crashed 10 miles east northeast of Savannah. The fuel selector valves were positioned so that both engines were supplied fuel from only one of the auxilliary tanks until the fuel was exhausted and control of the plane was lost."
,01/11/1948,,"Ciudad Havajillo, Dominican Republic",Dominicana,,Santa Cruz de Barahona - Santiago de los Caballeros,Douglas DC-3,HI-6,4735,32.0,29.0,3.0,32.0,29.0,3.0,0.0,Crashed in mountainous terrain about 15 miles north northwest of Santo Domingo. Unable to land in darkness and unlighted airport of its intended destination the plane turned back when it struck the mountain. Weather and navigational error were considered factors in the accident.
,01/20/1948,,"Near Mukden, China",China National Aviation Corporation,,,Curtiss C-46,,,54.0,51.0,3.0,11.0,11.0,0.0,0.0,"The heavily loaded plane rose 50 ft. into the air, nosed down and crashed in a snowstorm"
1948-01-28 10:50:00+00:00,01/28/1948,10:50,"Diablo Mts., California",Airline Transport Carriers,,Burbank - Oakland,Douglas DC-3 (C-47B-DK),NC36480,16850/33598,32.0,29.0,3.0,32.0,29.0,3.0,0.0,"The crew took the wrong plane which was scheduled for maintenance.  An in-flight fire caused the engine and then wing to separate from the aircraft and crash out of control. Tests showed a fuel pump was broken in the left engine and would spray gasoline out where it could be ignited by the exhaust. The failure of the left wing in flight as a result of damage by fire which had its source in a defective left engine driven fuel pump.The crash became the impetus for the Woody Guthrie song ""Deportee."""
1948-01-30 03:00:00+00:00,01/30/1948,03:00,"Atlantic Ocean, NE of Bermuda",British South American Airways,,London - Havana,Avro 688 Tudor I,G-AHNP,1349,31.0,25.0,6.0,31.0,25.0,6.0,0.0,"The aircraft ran out of fuel and crashed into the Atlantic Ocean, 340 miles from Bermuda, after running into strong headwinds and being blown off course while flying the leg from  the Azores to Bermuda. Official cause unknown. The aircraft was named ""Star Tiger."""
1948-02-07 13:27:00+00:00,02/07/1948,13:27,"Off Jacksonville, Florida",Eastern Air Lines,611,,Lockheed L-649 Constellation,NC112A,2533,69.0,63.0,6.0,1.0,0.0,1.0,0.0,The No. 3 propeller failed and penetrated the fuselage killing a purser.The failure of a propeller blade due to high stresses induced by accumulative engine malfunctioning.
,02/27/1948,,"Near Belem, Brazil",Military - Brazilian Air Force,,Rio de Janeiro - Bele - Cayenne,Douglas C-47,2040,20048,26.0,20.0,6.0,23.0,17.0,6.0,0.0,"The plane, carrying Brazilian service personnel and their dependents crashed and burned after stalling short of the runway while attempting to land."
1948-03-12 21:14:00+00:00,03/12/1948,21:14,"Mt. Sanford, Alaska",Northwest Orient Airlines,4422,Anchorage - New York City,Douglas DC-4 (C-54G-1-DO),NC95422,35966/DO360,30.0,24.0,6.0,30.0,24.0,6.0,0.0,"On a charter flight from Lunghwa Airport, Shanghai to La Guardia Airport, New York the plane crashed into the western slope of Mt. Sanford at an altitude of 11,000 feet after taking off from Anchorage, Alaska. Pilot's failure to see Mt. Sanford due to obscuring clouds or aurora borealis while flying a course off the airway."
1948-04-15 02:35:00+00:00,04/15/1948,02:35,"Shannon, Ireland",Pan American World Airways,1-10,Belgium - Shannon,Lockheed L-049-46 Constellation,NC-88858,2058,31.0,21.0,10.0,30.0,20.0,10.0,0.0,"While executing a second instrument approach at Shannon Airport, the aircraft struck the ground 2,380 feet from the approach end of the intended runway, broke apart and burned. Continuation of an instrument approach to an altitude insufficient to clear the terrain. The failure of a fluorescent light may have been a contributing cause. The plane was named ""Clipper Empress of the Skies."""
1948-04-18 09:20:00+00:00,04/18/1948,09:20,Territory of New Guinea,New Guinea Air Traders,, Lae - Bulolo,Lockheed Hudson IIIA,VH-ALA,4146460,37.0,33.0,4.0,37.0,33.0,4.0,0.0,"The aircraft climbed to 500 ft. when its left engine failed, whereupon the plane plunged nose first into the ground on an island on the Markham River. Poor technique by the pilot during an emergency situation."
1948-04-24 09:30:00+00:00,04/24/1948,09:30,Near Irkutsk Russia,Aeroflot,,Kirensk - Badaybo,Lisnov Li-2,CCCP-L4460,3704,29.0,25.0,4.0,28.0,24.0,4.0,0.0,"Crashed in an icy river, 20 miles from its destination. The flight crew who had been drinking the previous night, diverted from the correct route and had been flying at an altitude of about 300 ft. when they crashed."
1948-05-13 11:00:00+00:00,05/13/1948,11:00,"Near Magazini, Belgian Congo (Zaire)",Sabena,,Leopoldville - Libenga,Douglas DC-4-1009,OO-CBE,42932,32.0,25.0,7.0,31.0,24.0,7.0,0.0,"While cruising, the aircraft penetrated a very turbulent line of clouds, lost height and crashed into a forest. The aircraft apparently flew into a tornado at low altitude."
1948-06-17 12:41:00+00:00,06/17/1948,12:41,"Mount Carmel, Pennsylvania",United Air Lines,624,Chicago - New York City,Douglas DC-6,NC37506,42871/12,43.0,39.0,4.0,43.0,39.0,4.0,0.0,"The plane crashed after an in-flight fire in cargo hold. The crew discharged carbon dioxide extinguishers into the cargo hold in response to the fire warning. When the plane's nose was lowered for an emergency descent, the carbon dioxide, being heavier than air, accumulated in the cockpit and asphyxiated the crew.  The aircraft crashed through high voltage lines and exploded on a hillside. After the crashes of 10/24/47 and 11/11/47, were a design flaw allowed vented fuel to enter the intake for the cabin heating system, the CAA also ordered carbon dioxide extinguishers installed. Earl Carroll,  U.S. theatrical impresario killed. Douglas aircraft company knew of the carbon dioxide danger after two of its test pilots were almost overcome during test flights. They suppressed reports to the CAA which resulted in only a warning being added to the flight manual. The aircraft was named Mainliner Utah."
,06/17/1948,,"Over the Pearl River, China",Cathy Pacific,,Macau - Hong Kong,PBY Catalina,,,26.0,23.0,3.0,25.0,22.0,3.0,0.0,"A Catalina seaplane was hijacked by a group attempting to rob the passengers; following a struggle in the cockpit, the plane crashed killing all on board except one passenger who was later identified as the lead hijacker. This is the earliest known airliner hijacking."
1948-07-04 16:00:00+00:00,07/04/1948,16:00,"Northolt, Middlesex, England",Scandinavian Airlines (SAS),,Stockholm - Amsterdam - Northolt,Douglas DC-6 / RAF York,SE-BDA/ MW248,43119/111,39.0,26.0,13.0,39.0,26.0,13.0,0.0,"A midair collision occurred between a SAS DC-6 and a Royal Air Force Avro York MW248. Twenty-five passengers and 7 crew on the DC-6,  one passenger and six crew on the York. The accident was caused by human fallibility on the part of both ground and flilght personnel."
1948-07-16 18:00:00+00:00,07/16/1948,18:00,Pacific Ocean between Hong Kong and Macao,Cathay Pacific Airways,,Macau - Hong Kong,Consolidated OA-10 Catalina,VR-HDT,,26.0,23.0,3.0,25.0,22.0,3.0,0.0,"The plane crashed after being hijacked. While trying to take control of the aircraft, one of the passengers tried to stop the hijackers, In response, one of the hijackers shot wildly striking and killing both pilots The plane went out of control and crashed. One of the hijackers survived by jumping out of the rear exit before the plane hit the water.  He was held in Macao prison for three years and released in 1951.First commercial aircraft to be hijacked."
